"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"j***7",,"star5","好评","2018-11-19 21:00","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:21.4424930"
"j***s",,"star5","好评！不错，双十一购买的空调今天安装空调的师傅安装两台美的空调安装了一下午，*元安装，真的一分钱也没花，安装师傅也比较认真负责，空调的制热也是蛮快的，感觉蛮好的，值得购买！","2018-11-19 20:46","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:21.4775164"
"如***_",,"star5","物流很快，安装及时，专业，师傅服务态度非常好！?","2018-11-19 20:17","0","0","[购买8天后追评]","在实体店和网上对比了好久还是决定在网上买，也一直都在京东买电器之类的，价格也比实体店优惠很多！外观好看又上档次，试了制冷制热都很快！信赖京东信赖美的??????","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:21.5115391"
"j***g",,"star5","我人不在家父母在家拍的照片，服务安装挺速度，送货与安装的服务特别到家，完全不用担心。真的挺值得的。一开始还挺担心送货跟安装能挺麻烦的呢！我的担心完全是多余的！","2018-11-19 20:07","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:21.5475632"
"忆***念","PLUS会员","star5","安装好了 服务不错 送货上门 安装师傅服务热情","2018-11-19 19:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:21.5985983"
"h***7",,"star5","空调师安装师傅太度非常好，工作很负责任，我很满意","2018-11-19 19:03","0","0","[购买8天后追评]","很好","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:21.6386241"
"j***i",,"star5","试用了一下，目前感觉还可以，制热挺暖和的。无风感以为制热也没有，原来只有制冷才是无风感，这个产品介绍里也没有说明白啊～现在这~做的，特征无限放大！","2018-11-19 18:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:36.8408396"
"j***b","PLUS会员","star5","师傅态度好，安装及时，专业","2018-11-19 18:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:36.8928744"
"R***d","PLUS会员","star5","安装师傅真的也是不容易 看着简单装了整整一中午","2018-11-19 17:17","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:36.9519136"
"c***u","PLUS会员","star5","满意，非常满意！师傅很好，一切很顺利，安装师傅很不容易，爬25楼安装，很危险的，师傅辛苦了！满意","2018-11-19 15:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:36.9989453"
"福***叔",,"star5","送货快，后续再评价。","2018-11-19 14:02","0","0","[购买8天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:37.0459765"
"s***e","PLUS会员","star5","安装非常好，制冷制热效果都很好，无感送风适合有小朋友的家庭。","2018-11-19 13:37","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:37.0860033"
"k***1","PLUS会员","star5","此用户未填写评价内容","2018-11-19 13:24","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:37.1280314"
"j***j",,"star5","安装完毕，服务满意。","2018-11-19 12:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:37.1710608"
"x***g","PLUS会员","star5","送货快，安装服务满意，全程ok","2018-11-19 11:43","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:37.2190923"
"j***0","PLUS会员","star5","此用户未填写评价内容","2018-11-19 11:09","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:37.2691260"
"p***k","PLUS会员","star2","商品没问题，功能和外观，安装都不错。两星评价给到。但是京东自己的物流，送货前和客服及转送站反复预约送货时间，都约定了，结果货还是提前两小时到，物流员工一句话:货到了，要么你现在来，要么我也没办法，我不管你预约什么时候，快点来。后来还是快递站负责人安排协调处理完。也算没有误事。第二个是美的自家客服实在太滑，售前咨询秒回态度友好。售后就问个空调带不带固定角度出风，就是不肯给明确答复，要么说上下左右扫风，多次就直接你去问售后，我**问个空调出风口角度还去问售后安装人员？？前台咨询客服你这点业务都不知道？就是绕着说，要么去找售后，要么不清楚不知道。最后让他正面回答才说没有这个固定角度出风，那前面那些不清楚是敷衍还是回避？客服人员从上到下就是售前是大爷，售后敷衍了事，好的功能不断介绍，欠缺功能闭口不谈，就是你问了也不说。这种客服起到了反作用。","2018-11-19 10:31","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.4908995"
"异***殇",,"star5","变频选美的～双11买的，性价比很高，还没开始用，颜值担当！","2018-11-19 10:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.5449356"
"y***c","PLUS会员","star5","安装师傅很耐心 服务质量也好，空调很满意！","2018-11-19 08:39","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.6009722"
"h***6",,"star5","主要是想感谢下送货师傅，服务态度和质量非常非常令人满意！！！???","2018-11-19 01:21","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.6610126"
"S***9",,"star5","物流运送很快，安装师傅服务态度很好，很专业。主要这款空调是我喜欢的，可以无风感。","2018-11-18 23:35","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.7230538"
"b***6",,"star5","美的空调国产大品牌，京东自营的商品，质量很好，空调还未安装，待安装好了再作相关评价。","2018-11-18 20:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.7790931"
"龚***国",,"star5","师傅安装及时，专业","2018-11-18 20:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.8391315"
"j***h",,"star5","非常大气，放在客厅显得高大上，京东值得信赖！","2018-11-18 20:07","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.9041750"
"j***s",,"star5","美的空调很好，制暖速度快，效果也很好，同时京东物流也很快，安装师傅很负责。?","2018-11-18 19:42","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:52.9672174"
"j***n","PLUS会员","star5","外观高大上，重量好重啊，能自动开合风口，高大上。金色与白色相搭，很漂亮。一打开制热，过不多久就暖起来了，空调上触屏很实用，按键高档。之前房间有一款类似的美的，价格差不多不知道是不是这个型号，反正都好看。安装很专业，服务态度很好。安装近2个小时，安全带很到位。","2018-11-18 19:02","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:20:53.0332616"
"l***0","PLUS会员","star5","空调很高大上 安装师傅工作很认真负责。","2018-11-18 18:52","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.2494381"
"j***u",,"star5","非常不错，上午送货下午师傅就来安装，非常给力","2018-11-18 18:42","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.2924672"
"小***0","PLUS会员","star5","美的的空调，好漂亮，客厅一下不同了。冬天就要靠你啦，?","2018-11-18 18:18","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.3244880"
"m***9",,"star5","此用户未填写评价内容","2018-11-18 17:00","0","0","[购买7天后追评]","双十一抢购的很划算，物流很准时就送到了 安装师傅今天刚刚安装好 试了一下很不错，美的空调值得信赖","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.3605133"
"草***猪","PLUS会员","star5","不错的东西，值得购买，下次还买。非常的好","2018-11-18 16:53","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.3955355"
"j***1","PLUS会员","star5","送货很快，上午送到了，下午师傅就安装的好的。","2018-11-18 16:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.4345613"
"j***1","PLUS会员","star5","效果不错，安装的的很好","2018-11-18 16:34","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.4775901"
"W***R","PLUS会员","star5","此用户未填写评价内容","2018-11-18 15:46","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.5166174"
"f***4","PLUS会员","star5","此用户未填写评价内容","2018-11-18 15:41","0","0","[购买8天后追评]","三台空调一起送达，安装师傅也同时到达，真的是无缝对接啊，看着安装师傅爬出爬外的，怪心疼的。不到两个小时的时间全部安装完毕，外观漂亮，当初选了好多款，无法决断，最后是这款的颜值起了决定性作用。开机试验，制热很快，感觉已经可以取代吹风机了。在安装师傅的指导下装了美居app，连接成功随时随地都可遥控。最后不得不说的是安装师傅还顺手把我家空调外机位的百叶窗给修好了，真心点赞！","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:21:08.5656502"
